#Tap changer table (blocaux_20200925_1445_reduite/InitialState)
#"variant" "num" "tap" "var ratio" "x (pu)" "angle (rad)" "fault" "curative"
1 16 2 0.959000 -0.00512465 0.00000 0 0
1 17 1 1.00600 0.0486150 0.00000 0 0
1 17 2 0.959000 0.0486150 0.00000 0 0
1 18 1 1.00000 0.0488920 0.00000 0 0
1 19 1 1.00000 -0.00450139 0.00000 0 0
1 19 2 0.956000 -0.00450139 0.00000 0 0
1 19 3 0.913000 -0.00450139 0.00000 0 0
1 20 1 1.00000 -0.00644044 0.00000 0 0
1 20 2 0.956000 -0.00644044 0.00000 0 0
1 20 3 0.913000 -0.00644044 0.00000 0 0
1 21 1 1.00000 0.0292936 0.00000 0 0
1 22 1 1.00000 0.0315097 0.00000 0 0
1 23 1 0.999300 -0.0105956 0.00000 0 0
1 23 2 0.957450 -0.0105956 0.00000 0 0
1 24 1 0.999300 -0.0108726 0.00000 0 0
1 24 2 0.957450 -0.0108726 0.00000 0 0
1 25 1 1.00000 0.0529778 0.00000 0 0
1 26 1 1.00000 0.0529086 0.00000 0 0
1 27 1 1.00600 -0.0109418 0.00000 0 0
1 27 2 0.959000 -0.0109418 0.00000 0 0
1 28 1 1.00000 -0.0108726 0.00000 0 0
1 28 2 0.959000 -0.0108726 0.00000 0 0
1 28 3 0.917000 -0.0108726 0.00000 0 0
1 29 1 1.00000 -0.00775623 0.00000 0 0
1 29 2 0.959000 -0.00775623 0.00000 0 0
1 29 3 0.917000 -0.00775623 0.00000 0 0
1 30 1 1.00000 -0.00761773 0.00000 0 0
1 30 2 0.959000 -0.00761773 0.00000 0 0
1 30 3 0.917000 -0.00761773 0.00000 0 0
1 31 1 1.00600 -0.00941828 0.00000 0 0
1 31 2 0.959000 -0.00941828 0.00000 0 0
1 32 1 1.00000 0.0527701 0.00000 0 0
1 33 1 1.00000 0.0382964 0.00000 0 0
1 34 1 1.00000 0.0351801 0.00000 0 0
1 35 1 1.00000 0.0346953 0.00000 0 0
1 36 1 1.00000 0.0529778 0.00000 0 0
1 37 1 0.998880 -0.0112881 0.00000 0 0
1 37 2 0.957450 -0.0112881 0.00000 0 0
1 38 1 1.00066 -0.00547091 0.00000 0 0
1 38 2 0.957450 -0.00547091 0.00000 0 0
1 39 1 1.00000 0.0542936 0.00000 0 0
1 40 1 1.00000 0.0545706 0.00000 0 0
1 41 1 1.00000 -0.00775623 0.00000 0 0
1 41 2 0.959000 -0.00775623 0.00000 0 0
1 41 3 0.917000 -0.00775623 0.00000 0 0
1 42 1 1.00000 -0.00768698 0.00000 0 0
1 42 2 0.959000 -0.00768698 0.00000 0 0
1 42 3 0.917000 -0.00768698 0.00000 0 0
1 43 1 1.00000 -0.00747923 0.00000 0 0
1 43 2 0.959000 -0.00747923 0.00000 0 0
1 43 3 0.917000 -0.00747923 0.00000 0 0
1 44 1 1.00000 0.0350416 0.00000 0 0
1 45 1 1.00000 0.0350416 0.00000 0 0
1 46 1 1.00000 0.0347645 0.00000 0 0
1 47 1 1.00066 -0.00519391 0.00000 0 0
1 47 2 0.957240 -0.00519391 0.00000 0 0
1 47 3 0.917760 -0.00519391 0.00000 0 0
1 48 1 1.00066 0.0274931 0.00000 0 0
1 48 2 0.957240 0.0274931 0.00000 0 0
1 48 3 0.917760 0.0274931 0.00000 0 0
1 49 1 1.00000 0.0285319 0.00000 0 0
1 50 1 1.00400 -0.00547091 0.00000 0 0
1 50 2 0.956000 -0.00547091 0.00000 0 0
1 51 1 1.00000 0.0328947 0.00000 0 0
1 52 1 0.998000 -0.00754848 0.00000 0 0
1 52 2 0.955000 -0.00754848 0.00000 0 0
1 52 3 0.912000 -0.00754848 0.00000 0 0
1 53 1 1.00400 -0.00484765 0.00000 0 0
1 53 2 0.956000 -0.00484765 0.00000 0 0
1 54 1 1.00000 0.0342798 0.00000 0 0
1 55 1 1.00000 0.0531856 0.00000 0 0
1 56 1 1.04200 -0.0101801 0.00000 0 0
1 56 2 1.00000 -0.0101801 0.00000 0 0
1 56 3 0.959000 -0.0101801 0.00000 0 0
1 57 1 1.00000 0.0589335 0.00000 0 0
1 58 1 1.04500 -0.00334488 0.00000 0 0
1 58 2 1.00000 -0.00334488 0.00000 0 0
1 58 3 0.955000 -0.00334488 0.00000 0 0
1 59 1 1.00066 -0.00567867 0.00000 0 0
1 59 2 0.957240 -0.00567867 0.00000 0 0
1 59 3 0.917760 -0.00567867 0.00000 0 0
1 60 1 1.00000 0.0297091 0.00000 0 0
1 61 1 1.00000 0.0331025 0.00000 0 0
1 62 1 1.00066 -0.00373961 0.00000 0 0
1 62 2 0.957240 -0.00373961 0.00000 0 0
1 62 3 0.917760 -0.00373961 0.00000 0 0
1 63 1 1.00066 0.0277701 0.00000 0 0
1 63 2 0.957240 0.0277701 0.00000 0 0
1 63 3 0.917760 0.0277701 0.00000 0 0
1 64 1 1.00000 0.0261773 0.00000 0 0
1 65 1 1.00000 -0.00616343 0.00000 0 0
1 65 2 0.959000 -0.00616343 0.00000 0 0
1 65 3 0.917000 -0.00616343 0.00000 0 0
1 66 1 1.00000 0.0248615 0.00000 0 0
1 66 2 0.959000 0.0248615 0.00000 0 0
1 66 3 0.917000 0.0248615 0.00000 0 0
1 67 1 1.00000 0.0311634 0.00000 0 0
1 68 1 1.00000 0.148346 0.00000 0 0
1 69 1 1.00066 -0.00768698 0.00000 0 0
1 69 2 0.957240 -0.00768698 0.00000 0 0
1 69 3 0.917760 -0.00768698 0.00000 0 0
1 70 1 1.00066 0.0275623 0.00000 0 0
1 70 2 0.957240 0.0275623 0.00000 0 0
1 70 3 0.917760 0.0275623 0.00000 0 0
1 71 1 1.00000 0.0348338 0.00000 0 0
1 72 1 0.999470 -0.00376731 0.00000 0 0
1 72 2 0.957240 -0.00376731 0.00000 0 0
1 72 3 0.915390 -0.00376731 0.00000 0 0
1 73 1 1.00000 0.0306648 0.00000 0 0
1 74 1 0.999000 -0.00851801 0.00000 0 0
1 74 2 0.957000 -0.00851801 0.00000 0 0
1 74 3 0.915000 -0.00851801 0.00000 0 0
1 75 1 1.00000 0.0361773 0.00000 0 0
1 76 1 1.00000 -0.0112188 0.00000 0 0
1 76 2 0.956000 -0.0112188 0.00000 0 0
1 76 3 0.913000 -0.0112188 0.00000 0 0
1 77 1 1.00000 -0.00768698 0.00000 0 0
1 77 2 0.956000 -0.00768698 0.00000 0 0
1 77 3 0.913000 -0.00768698 0.00000 0 0
1 78 1 1.00000 0.0387811 0.00000 0 0
1 79 1 1.00000 0.0349030 0.00000 0 0
1 80 1 1.00066 -0.00588643 0.00000 0 0
1 80 2 0.957450 -0.00588643 0.00000 0 0
1 81 1 0.999470 -0.00907202 0.00000 0 0
1 81 2 0.957450 -0.00907202 0.00000 0 0
1 82 1 1.00066 0.0272161 0.00000 0 0
1 82 2 0.957240 0.0272161 0.00000 0 0
1 82 3 0.917760 0.0272161 0.00000 0 0
1 83 1 1.00000 0.0538089 0.00000 0 0
1 84 1 1.00000 0.0527701 0.00000 0 0
1 85 1 1.00000 -0.0112188 0.00000 0 0
1 85 2 0.959000 -0.0112188 0.00000 0 0
1 85 3 0.917000 -0.0112188 0.00000 0 0
1 86 1 1.00000 -0.0110111 0.00000 0 0
1 86 2 0.959000 -0.0110111 0.00000 0 0
1 87 1 1.00000 -0.00519391 0.00000 0 0
1 87 2 0.959000 -0.00519391 0.00000 0 0
1 87 3 0.917000 -0.00519391 0.00000 0 0
1 88 1 1.00000 -0.0114958 0.00000 0 0
1 88 2 0.959000 -0.0114958 0.00000 0 0
1 88 3 0.917000 -0.0114958 0.00000 0 0
1 89 1 1.00000 0.0382964 0.00000 0 0
1 90 1 1.00000 0.0534626 0.00000 0 0
1 91 1 1.00000 0.0320637 0.00000 0 0
1 92 1 1.00000 0.0384349 0.00000 0 0
1 93 1 1.00000 0.147753 0.00000 0 0
1 94 1 1.00066 -0.00547091 0.00000 0 0
1 94 2 0.957240 -0.00547091 0.00000 0 0
1 94 3 0.917760 -0.00547091 0.00000 0 0
1 95 1 1.00066 -0.00540166 0.00000 0 0
1 95 2 0.957240 -0.00540166 0.00000 0 0
1 95 3 0.917760 -0.00540166 0.00000 0 0
1 96 1 1.00066 0.0273546 0.00000 0 0
1 96 2 0.957240 0.0273546 0.00000 0 0
1 96 3 0.917760 0.0273546 0.00000 0 0
1 97 1 1.00000 0.0328255 0.00000 0 0
1 98 1 1.00000 0.0325485 0.00000 0 0
1 99 1 1.05395 -0.0144044 0.00000 0 0
1 99 2 1.00000 -0.0144044 0.00000 0 0
1 99 3 0.959210 -0.0144044 0.00000 0 0
1 100 1 0.999470 -0.00574100 0.00000 0 0
1 100 2 0.957240 -0.00574100 0.00000 0 0
1 100 3 0.915390 -0.00574100 0.00000 0 0
1 101 1 0.999470 0.0271676 0.00000 0 0
1 101 2 0.957240 0.0271676 0.00000 0 0
1 101 3 0.915390 0.0271676 0.00000 0 0
1 102 1 1.00000 0.0506233 0.00000 0 0
1 103 1 1.00000 0.0330332 0.00000 0 0
1 104 1 1.00000 -0.00429363 0.00000 0 0
1 104 2 0.956000 -0.00429363 0.00000 0 0
1 104 3 0.913000 -0.00429363 0.00000 0 0
1 105 1 1.00000 -0.00623269 0.00000 0 0
1 105 2 0.956000 -0.00623269 0.00000 0 0
1 105 3 0.913000 -0.00623269 0.00000 0 0
1 106 1 1.00000 0.0290859 0.00000 0 0
1 107 1 1.00000 0.0312327 0.00000 0 0
1 108 1 1.00000 -0.00789474 0.00000 0 0
1 108 2 0.959000 -0.00789474 0.00000 0 0
1 108 3 0.917000 -0.00789474 0.00000 0 0
1 109 1 1.00000 -0.00540166 0.00000 0 0
1 109 2 0.959000 -0.00540166 0.00000 0 0
1 109 3 0.917000 -0.00540166 0.00000 0 0
1 110 1 1.00000 -0.00796399 0.00000 0 0
1 110 2 0.959000 -0.00796399 0.00000 0 0
1 110 3 0.917000 -0.00796399 0.00000 0 0
1 111 1 1.00000 0.0270776 0.00000 0 0
1 111 2 0.959000 0.0270776 0.00000 0 0
1 111 3 0.911000 0.0270776 0.00000 0 0
1 112 1 1.00000 0.0351800 0.00000 0 0
1 113 1 1.00000 0.0327562 0.00000 0 0
1 114 1 1.00000 0.0347645 0.00000 0 0
1 115 1 1.00000 -0.00554017 0.00000 0 0
1 115 2 0.956000 -0.00554017 0.00000 0 0
1 115 3 0.913000 -0.00554017 0.00000 0 0
1 116 1 1.00000 0.0273546 0.00000 0 0
1 116 2 0.956000 0.0273546 0.00000 0 0
1 116 3 0.913000 0.0273546 0.00000 0 0
1 117 1 1.00000 0.0332410 0.00000 0 0
1 118 1 1.00000 -0.00457064 0.00000 0 0
1 118 2 0.956000 -0.00457064 0.00000 0 0
1 118 3 0.913000 -0.00457064 0.00000 0 0
1 119 1 1.00000 -0.00457064 0.00000 0 0
1 119 2 0.956000 -0.00457064 0.00000 0 0
1 119 3 0.913000 -0.00457064 0.00000 0 0
1 120 1 1.00000 0.0245845 0.00000 0 0
1 120 2 0.956000 0.0245845 0.00000 0 0
1 120 3 0.913000 0.0245845 0.00000 0 0
1 121 1 1.00000 0.0288781 0.00000 0 0
1 122 1 1.00000 0.0295706 0.00000 0 0
1 123 1 1.03974 -0.00633656 0.00000 0 0
1 123 2 0.999180 -0.00633656 0.00000 0 0
1 123 3 0.955660 -0.00633656 0.00000 0 0
1 124 1 0.999300 -0.00927978 0.00000 0 0
1 124 2 0.957450 -0.00927978 0.00000 0 0
1 125 1 1.00000 0.0508241 0.00000 0 0
1 126 1 1.00000 0.0536011 0.00000 0 0
1 127 1 0.998290 -0.00955679 0.00000 0 0
1 127 2 0.957450 -0.00955679 0.00000 0 0
1 128 1 0.999470 -0.00900277 0.00000 0 0
1 128 2 0.957450 -0.00900277 0.00000 0 0
1 129 1 0.999470 -0.00831025 0.00000 0 0
1 129 2 0.957240 -0.00831025 0.00000 0 0
1 129 3 0.915390 -0.00831025 0.00000 0 0
1 130 1 1.00000 0.0540859 0.00000 0 0
1 131 1 1.00000 0.0529086 0.00000 0 0
1 132 1 1.00000 0.0359765 0.00000 0 0
1 133 1 1.00000 -0.00595568 0.00000 0 0
1 133 2 0.959000 -0.00595568 0.00000 0 0
1 133 3 0.917000 -0.00595568 0.00000 0 0
1 134 1 1.00000 0.0277008 0.00000 0 0
1 134 2 0.959000 0.0277008 0.00000 0 0
1 134 3 0.917000 0.0277008 0.00000 0 0
1 135 1 1.00000 0.0329640 0.00000 0 0
1 136 1 1.00000 -0.00786173 0.00000 0 0
1 137 1 1.00000 -0.00786173 0.00000 0 0
1 138 1 1.00000 -0.00463989 0.00000 0 0
1 138 2 0.959000 -0.00463989 0.00000 0 0
1 138 3 0.917000 -0.00463989 0.00000 0 0
1 139 1 1.00000 0.0249307 0.00000 0 0
1 139 2 0.959000 0.0249307 0.00000 0 0
1 139 3 0.917000 0.0249307 0.00000 0 0
1 140 1 1.00000 0.0295706 0.00000 0 0
1 141 1 1.00066 -0.0106648 0.00000 0 0
1 141 2 0.957240 -0.0106648 0.00000 0 0
1 141 3 0.917760 -0.0106648 0.00000 0 0
1 142 1 1.00066 -0.00540166 0.00000 0 0
1 142 2 0.957240 -0.00540166 0.00000 0 0
1 142 3 0.917760 -0.00540166 0.00000 0 0
1 143 1 1.00066 0.0273546 0.00000 0 0
1 143 2 0.957240 0.0273546 0.00000 0 0
1 143 3 0.917760 0.0273546 0.00000 0 0
1 144 1 1.00000 0.0379501 0.00000 0 0
1 145 1 1.00000 0.0328255 0.00000 0 0
1 146 1 1.00400 -0.00470914 0.00000 0 0
1 146 2 0.956000 -0.00470914 0.00000 0 0
1 147 1 1.00400 0.0485457 0.00000 0 0
1 147 2 0.956000 0.0485457 0.00000 0 0
1 148 1 1.00000 0.0528393 0.00000 0 0
1 149 1 1.00066 -0.00567867 0.00000 0 0
1 149 2 0.957240 -0.00567867 0.00000 0 0
1 149 3 0.917760 -0.00567867 0.00000 0 0
1 150 1 1.00066 -0.00526316 0.00000 0 0
1 150 2 0.957240 -0.00526316 0.00000 0 0
1 150 3 0.917760 -0.00526316 0.00000 0 0
1 151 1 1.00000 0.0329640 0.00000 0 0
1 152 1 1.00000 0.0326870 0.00000 0 0
1 153 1 1.00600 -0.00824100 0.00000 0 0
1 153 2 0.959000 -0.00824100 0.00000 0 0
1 154 1 1.00000 0.0250000 0.00000 0 0
1 154 2 0.959000 0.0250000 0.00000 0 0
1 154 3 0.917000 0.0250000 0.00000 0 0
1 155 1 1.00600 0.0392659 0.00000 0 0
1 155 2 0.959000 0.0392659 0.00000 0 0
1 156 1 1.00000 0.0475762 0.00000 0 0
1 157 1 1.00000 -0.00533241 0.00000 0 0
1 157 2 0.959000 -0.00533241 0.00000 0 0
1 157 3 0.917000 -0.00533241 0.00000 0 0
1 158 1 1.00000 -0.00547091 0.00000 0 0
1 158 2 0.959000 -0.00547091 0.00000 0 0
1 158 3 0.917000 -0.00547091 0.00000 0 0
1 159 1 1.00000 -0.00768698 0.00000 0 0
1 159 2 0.959000 -0.00768698 0.00000 0 0
1 159 3 0.917000 -0.00768698 0.00000 0 0
1 160 1 1.00000 -0.00789474 0.00000 0 0
1 160 2 0.959000 -0.00789474 0.00000 0 0
1 160 3 0.917000 -0.00789474 0.00000 0 0
1 161 1 1.00000 -0.0109418 0.00000 0 0
1 161 2 0.959000 -0.0109418 0.00000 0 0
1 161 3 0.917000 -0.0109418 0.00000 0 0
1 162 1 1.00000 -0.00339335 0.00000 0 0
1 162 2 0.959000 -0.00339335 0.00000 0 0
1 162 3 0.917000 -0.00339335 0.00000 0 0
1 163 1 1.00000 0.0327562 0.00000 0 0
1 164 1 1.00000 0.0328947 0.00000 0 0
1 165 1 1.00000 0.0348338 0.00000 0 0
1 166 1 1.00000 0.0348338 0.00000 0 0
1 167 1 1.00000 0.0386427 0.00000 0 0
1 168 1 1.00000 0.0304709 0.00000 0 0
1 169 1 1.00000 -0.00547091 0.00000 0 0
1 169 2 0.959000 -0.00547091 0.00000 0 0
1 169 3 0.917000 -0.00547091 0.00000 0 0
1 170 1 1.00000 0.0331717 0.00000 0 0
1 171 1 1.00066 -0.00630194 0.00000 0 0
1 171 2 0.957240 -0.00630194 0.00000 0 0
1 171 3 0.917760 -0.00630194 0.00000 0 0
1 172 1 1.00066 -0.00831025 0.00000 0 0
1 172 2 0.957240 -0.00831025 0.00000 0 0
1 172 3 0.911840 -0.00831025 0.00000 0 0
1 173 1 1.00000 0.0324792 0.00000 0 0
1 174 1 1.00000 0.0359418 0.00000 0 0
1 175 1 1.00000 0.113580 0.00000 0 0
1 176 1 1.00000 0.127407 0.00000 0 0
1 177 1 0.998880 -0.0101801 0.00000 0 0
1 177 2 0.957450 -0.0101801 0.00000 0 0
1 178 1 1.00000 0.0527701 0.00000 0 0
1 179 1 1.00000 -0.00648892 0.00000 0 0
1 179 2 0.959000 -0.00648892 0.00000 0 0
1 179 3 0.917000 -0.00648892 0.00000 0 0
1 180 1 1.00000 0.0312673 0.00000 0 0
1 181 1 1.00066 0.0269391 0.00000 0 0
1 181 2 0.957240 0.0269391 0.00000 0 0
1 181 3 0.917760 0.0269391 0.00000 0 0
1 182 1 1.00066 -0.00775623 0.00000 0 0
1 182 2 0.957240 -0.00775623 0.00000 0 0
1 182 3 0.917760 -0.00775623 0.00000 0 0
1 183 1 1.00066 -0.00754848 0.00000 0 0
1 183 2 0.957240 -0.00754848 0.00000 0 0
1 183 3 0.917760 -0.00754848 0.00000 0 0
1 184 1 1.00000 0.0346953 0.00000 0 0
1 185 1 1.00000 0.0347645 0.00000 0 0
1 186 1 1.00000 0.0273546 0.00000 0 0
1 186 2 0.959000 0.0273546 0.00000 0 0
1 186 3 0.911000 0.0273546 0.00000 0 0
1 187 1 1.00000 -0.0113573 0.00000 0 0
1 187 2 0.959000 -0.0113573 0.00000 0 0
1 187 3 0.917000 -0.0113573 0.00000 0 0
1 188 1 1.00000 -0.00740997 0.00000 0 0
1 188 2 0.959000 -0.00740997 0.00000 0 0
1 188 3 0.917000 -0.00740997 0.00000 0 0
1 189 1 1.00000 -0.00775623 0.00000 0 0
1 189 2 0.959000 -0.00775623 0.00000 0 0
1 189 3 0.917000 -0.00775623 0.00000 0 0
1 190 1 1.00000 0.0384349 0.00000 0 0
1 191 1 1.00000 0.0346260 0.00000 0 0
1 192 1 1.00000 0.0349030 0.00000 0 0
1 193 1 1.00600 -0.00893352 0.00000 0 0
1 193 2 0.959000 -0.00893352 0.00000 0 0
1 194 1 1.00600 -0.00879501 0.00000 0 0
1 194 2 0.959000 -0.00879501 0.00000 0 0
1 195 1 1.00000 0.0484072 0.00000 0 0
1 196 1 1.00000 0.0484072 0.00000 0 0
1 197 1 1.00000 -0.0112881 0.00000 0 0
1 197 2 0.959000 -0.0112881 0.00000 0 0
1 197 3 0.917000 -0.0112881 0.00000 0 0
1 198 1 1.00000 0.0273546 0.00000 0 0
1 198 2 0.959000 0.0273546 0.00000 0 0
1 198 3 0.911000 0.0273546 0.00000 0 0
1 199 1 1.00000 -0.00554017 0.00000 0 0
1 199 2 0.959000 -0.00554017 0.00000 0 0
1 199 3 0.917000 -0.00554017 0.00000 0 0
1 200 1 1.00000 0.0486842 0.00000 0 0
1 200 2 0.959000 0.0486842 0.00000 0 0
1 200 3 0.911000 0.0486842 0.00000 0 0
1 201 1 1.00000 -0.00526316 0.00000 0 0
1 201 2 0.965000 -0.00526316 0.00000 0 0
1 202 1 1.00000 0.0387119 0.00000 0 0
1 203 1 1.00000 0.0328947 0.00000 0 0
1 204 1 1.00000 0.0533241 0.00000 0 0
1 205 1 0.998290 0.0421053 0.00000 0 0
1 205 2 0.957450 0.0421053 0.00000 0 0
1 206 1 0.999470 0.0425900 0.00000 0 0
1 206 2 0.957450 0.0425900 0.00000 0 0
1 207 1 0.999470 -0.0109418 0.00000 0 0
1 207 2 0.957450 -0.0109418 0.00000 0 0
1 208 1 1.00000 0.0536704 0.00000 0 0
1 209 1 1.00000 0.0271468 0.00000 0 0
1 209 2 0.959000 0.0271468 0.00000 0 0
1 209 3 0.917000 0.0271468 0.00000 0 0
1 210 1 1.00000 0.0493560 0.00000 0 0
1 210 2 0.959000 0.0493560 0.00000 0 0
1 210 3 0.917000 0.0493560 0.00000 0 0
1 211 1 1.00000 -0.00814404 0.00000 0 0
1 211 2 0.959000 -0.00814404 0.00000 0 0
1 211 3 0.917000 -0.00814404 0.00000 0 0
1 212 1 1.00000 0.0357479 0.00000 0 0
1 213 1 1.00000 0.123654 0.00000 0 0
1 214 1 1.00000 0.0987654 0.00000 0 0
1 215 1 1.00600 0.0430748 0.00000 0 0
1 215 2 0.959000 0.0430748 0.00000 0 0
1 216 1 1.00600 0.0435596 0.00000 0 0
1 216 2 0.959000 0.0435596 0.00000 0 0
1 217 1 1.00600 -0.00422438 0.00000 0 0
1 217 2 0.959000 -0.00422438 0.00000 0 0
1 218 1 1.00000 0.0475762 0.00000 0 0
1 219 1 1.00000 0.0248615 0.00000 0 0
1 219 2 0.959000 0.0248615 0.00000 0 0
1 219 3 0.917000 0.0248615 0.00000 0 0
1 220 1 1.00000 0.0247922 0.00000 0 0
1 220 2 0.959000 0.0247922 0.00000 0 0
1 220 3 0.917000 0.0247922 0.00000 0 0
1 221 1 1.00000 -0.00595568 0.00000 0 0
1 221 2 0.959000 -0.00595568 0.00000 0 0
1 221 3 0.917000 -0.00595568 0.00000 0 0
1 222 1 1.00000 0.0310942 0.00000 0 0
1 223 1 1.00000 0.108444 0.00000 0 0
1 224 1 1.00066 0.0272161 0.00000 0 0
1 224 2 0.957240 0.0272161 0.00000 0 0
1 224 3 0.917760 0.0272161 0.00000 0 0
1 225 1 1.00066 0.0272853 0.00000 0 0
1 225 2 0.957240 0.0272853 0.00000 0 0
1 225 3 0.917760 0.0272853 0.00000 0 0
1 226 1 0.999470 -0.00445983 0.00000 0 0
1 226 2 0.957240 -0.00445983 0.00000 0 0
1 226 3 0.915390 -0.00445983 0.00000 0 0
1 227 1 1.00000 0.0313712 0.00000 0 0
1 228 1 1.00000 -0.00713297 0.00000 0 0
1 228 2 0.956000 -0.00713297 0.00000 0 0
1 228 3 0.913000 -0.00713297 0.00000 0 0
1 229 1 1.00000 -0.00560942 0.00000 0 0
1 229 2 0.956000 -0.00560942 0.00000 0 0
