#bus_name bus_num cc
4562 4562 0
564 564 0
8475 8475 0
2252 2252 0
7903 7903 0
4331 4331 0
2877 2877 0
3674 3674 0
2854 2854 0
8267 8267 0
9176 9176 0
1422 1422 0
5051 5051 0
1051 1051 0
1397 1397 0
1584 1584 0
6168 6168 0
7653 7653 0
3019 3019 0
7341 7341 0
7098 7098 0
4701 4701 0
1672 1672 0
5365 5365 0
3880 3880 0
6648 6648 0
3609 3609 0
2782 2782 0
1844 1844 0
6053 6053 0
2166 2166 0
5237 5237 0
2886 2886 0
1043 1043 0
3513 3513 0
4049 4049 0
4520 4520 0
1704 1704 0
8107 8107 0
1486 1486 0
5664 5664 0
4482 4482 0
2337 2337 0
6430 6430 0
455 455 0
7775 7775 0
3857 3857 0
333 333 0
6940 6940 0
8225 8225 0
5413 5413 0
7752 7752 0
1940 1940 0
4234 4234 0
2591 2591 0
6828 6828 0
7994 7994 0
7226 7226 0
1554 1554 0
1156 1156 0
8689 8689 0
5502 5502 0
3085 3085 0
1568 1568 0
980 980 0
3204 3204 0
3331 3331 0
3557 3557 0
3492 3492 0
7937 7937 0
3255 3255 0
1262 1262 0
1803 1803 0
7373 7373 0
367 367 0
4251 4251 0
2132 2132 0
5567 5567 0
1808 1808 0
9185 9185 0
7289 7289 0
3999 3999 0
8653 8653 0
2303 2303 0
908 908 0
6474 6474 0
7030 7030 0
4205 4205 0
6556 6556 0
7325 7325 0
5857 5857 0
3391 3391 0
3760 3760 0
3707 3707 0
8765 8765 0
900 900 0
6619 6619 0
8109 8109 0
608 608 0
4494 4494 0
8763 8763 0
3670 3670 0
21 21 0
5137 5137 0
7702 7702 0
1334 1334 0
8448 8448 0
7624 7624 0
1129 1129 0
3070 3070 0
306 306 0
7491 7491 0
4685 4685 0
2089 2089 0
7485 7485 0
6253 6253 0
1562 1562 0
7776 7776 0
5971 5971 0
2786 2786 0
972 972 0
8906 8906 0
923 923 0
4914 4914 0
2656 2656 0
9101 9101 0
7164 7164 0
3519 3519 0
1775 1775 0
5641 5641 0
1026 1026 0
1096 1096 0
7380 7380 0
4787 4787 0
3543 3543 0
5308 5308 0
2372 2372 0
1027 1027 0
1172 1172 0
9191 9191 0
8722 8722 0
1833 1833 0
3610 3610 0
3962 3962 0
1838 1838 0
2230 2230 0
5388 5388 0
2467 2467 0
6110 6110 0
8853 8853 0
7583 7583 0
2479 2479 0
4231 4231 0
5144 5144 0
1876 1876 0
3906 3906 0
113 113 0
3758 3758 0
4952 4952 0
8976 8976 0
6119 6119 0
7886 7886 0
4544 4544 0
7905 7905 0
4141 4141 0
3022 3022 0
1768 1768 0
163 163 0
4245 4245 0
2425 2425 0
5297 5297 0
750 750 0
870 870 0
3499 3499 0
7988 7988 0
3018 3018 0
2702 2702 0
3435 3435 0
9131 9131 0
2020 2020 0
6308 6308 0
6684 6684 0
3082 3082 0
4623 4623 0
5288 5288 0
5421 5421 0
6475 6475 0
8468 8468 0
6224 6224 0
2174 2174 0
2083 2083 0
9231 9231 0
4054 4054 0
3481 3481 0
3602 3602 0
2794 2794 0
8467 8467 0
1136 1136 0
22 22 0
4950 4950 0
4410 4410 0
6697 6697 0
1159 1159 0
7165 7165 0
7522 7522 0
7092 7092 0
3718 3718 0
3701 3701 0
7507 7507 0
2406 2406 0
453 453 0
8691 8691 0
1183 1183 0
8743 8743 0
2446 2446 0
2627 2627 0
4951 4951 0
6785 6785 0
964 964 0
8347 8347 0
6552 6552 0
8999 8999 0
4368 4368 0
5481 5481 0
960 960 0
7913 7913 0
506 506 0
2980 2980 0
4554 4554 0
6382 6382 0
6844 6844 0
1595 1595 0
3672 3672 0
6219 6219 0
6153 6153 0
1852 1852 0
5935 5935 0
5695 5695 0
2931 2931 0
5799 5799 0
2598 2598 0
2558 2558 0
8834 8834 0
7377 7377 0
1265 1265 0
1965 1965 0
7162 7162 0
6922 6922 0
5482 5482 0
1295 1295 0
8369 8369 0
4710 4710 0
4185 4185 0
7019 7019 0
7895 7895 0
115 115 0
5589 5589 0
4306 4306 0
1763 1763 0
3794 3794 0
3613 3613 0
1502 1502 0
6555 6555 0
3608 3608 0
4134 4134 0
1979 1979 0
516 516 0
3580 3580 0
3809 3809 0
5616 5616 0
892 892 0
7438 7438 0
1526 1526 0
1301 1301 0
7883 7883 0
778 778 0
7209 7209 0
1910 1910 0
6820 6820 0
3071 3071 0
6267 6267 0
3855 3855 0
6472 6472 0
5362 5362 0
1198 1198 0
1343 1343 0
96 96 0
1868 1868 0
346 346 0
3184 3184 0
4728 4728 0
2654 2654 0
8874 8874 0
1625 1625 0
3786 3786 0
3422 3422 0
4100 4100 0
4419 4419 0
7159 7159 0
3661 3661 0
5486 5486 0
432 432 0
3353 3353 0
2050 2050 0
8704 8704 0
2985 2985 0
5853 5853 0
7824 7824 0
4525 4525 0
195 195 0
9066 9066 0
7367 7367 0
9155 9155 0
6357 6357 0
3126 3126 0
8564 8564 0
6416 6416 0
3876 3876 0
7831 7831 0
4125 4125 0
3346 3346 0
5525 5525 0
2377 2377 0
1401 1401 0
2430 2430 0
9164 9164 0
1033 1033 0
6178 6178 0
2101 2101 0
3919 3919 0
4711 4711 0
575 575 0
8214 8214 0
3021 3021 0
7967 7967 0
5993 5993 0
4513 4513 0
6831 6831 0
2043 2043 0
6714 6714 0
6371 6371 0
2866 2866 0
9222 9222 0
2072 2072 0
7955 7955 0
707 707 0
1866 1866 0
5488 5488 0
5093 5093 0
2328 2328 0
7178 7178 0
9180 9180 0
3133 3133 0
292 292 0
6737 6737 0
8439 8439 0
4974 4974 0
2940 2940 0
747 747 0
8507 8507 0
1459 1459 0
6495 6495 0
3601 3601 0
1251 1251 0
1093 1093 0
5709 5709 0
3825 3825 0
1415 1415 0
3503 3503 0
4549 4549 0
3072 3072 0
5007 5007 0
8195 8195 0
757 757 0
2919 2919 0
188 188 0
2242 2242 0
3903 3903 0
4114 4114 0
5743 5743 0
6990 6990 0
8626 8626 0
8930 8930 0
2161 2161 0
7772 7772 0
5003 5003 0
53 53 0
7259 7259 0
2475 2475 0
7577 7577 0
7961 7961 0
2288 2288 0
1592 1592 0
3187 3187 0
6041 6041 0
5926 5926 0
8486 8486 0
7530 7530 0
1552 1552 0
6738 6738 0
2526 2526 0
2365 2365 0
6901 6901 0
6240 6240 0
8721 8721 0
8872 8872 0
8672 8672 0
3134 3134 0
3430 3430 0
800 800 0
1077 1077 0
5213 5213 0
4867 4867 0
5753 5753 0
7539 7539 0
4505 4505 0
3436 3436 0
8165 8165 0
6734 6734 0
1078 1078 0
804 804 0
2142 2142 0
7519 7519 0
6744 6744 0
769 769 0
3239 3239 0
5983 5983 0
7361 7361 0
6852 6852 0
3166 3166 0
2676 2676 0
4529 4529 0
8628 8628 0
6630 6630 0
1545 1545 0
4215 4215 0
7163 7163 0
1917 1917 0
5519 5519 0
7647 7647 0
225 225 0
4864 4864 0
7021 7021 0
7119 7119 0
1248 1248 0
9045 9045 0
2457 2457 0
5891 5891 0
5574 5574 0
7663 7663 0
3997 3997 0
184 184 0
2088 2088 0
933 933 0
3643 3643 0
6723 6723 0
1551 1551 0
4103 4103 0
7862 7862 0
5458 5458 0
5666 5666 0
6742 6742 0
5270 5270 0
401 401 0
2967 2967 0
2481 2481 0
9108 9108 0
2056 2056 0
7520 7520 0
2319 2319 0
2878 2878 0
2597 2597 0
7422 7422 0
7183 7183 0
8931 8931 0
5379 5379 0
8128 8128 0
6337 6337 0
1237 1237 0
4127 4127 0
9173 9173 0
2432 2432 0
8809 8809 0
5146 5146 0
1742 1742 0
8627 8627 0
174 174 0
7342 7342 0
5940 5940 0
7495 7495 0
4189 4189 0
1394 1394 0
2898 2898 0
2128 2128 0
4942 4942 0
8255 8255 0
3486 3486 0
3594 3594 0
4679 4679 0
4656 4656 0
4235 4235 0
7129 7129 0
8250 8250 0
5720 5720 0
5686 5686 0
805 805 0
907 907 0
9091 9091 0
4056 4056 0
6837 6837 0
2641 2641 0
1629 1629 0
726 726 0
687 687 0
3526 3526 0
5907 5907 0
7847 7847 0
9217 9217 0
2981 2981 0
2968 2968 0
2155 2155 0
8112 8112 0
2535 2535 0
3737 3737 0
5529 5529 0
9019 9019 0
6563 6563 0
1101 1101 0
8291 8291 0
8367 8367 0
1100 1100 0
4939 4939 0
6880 6880 0
7738 7738 0
6982 6982 0
6565 6565 0
3121 3121 0
8707 8707 0
280 280 0
2510 2510 0
766 766 0
8411 8411 0
6232 6232 0
3951 3951 0
5420 5420 0
7328 7328 0
5550 5550 0
410 410 0
7579 7579 0
2719 2719 0
795 795 0
4880 4880 0
7464 7464 0
5564 5564 0
7036 7036 0
4850 4850 0
7049 7049 0
6146 6146 0
90 90 0
1860 1860 0
3276 3276 0
3545 3545 0
6842 6842 0
7635 7635 0
1040 1040 0
1462 1462 0
7881 7881 0
6926 6926 0
3327 3327 0
1959 1959 0
615 615 0
6455 6455 0
803 803 0
500 500 0
1547 1547 0
8950 8950 0
2754 2754 0
2229 2229 0
4118 4118 0
7873 7873 0
3865 3865 0
1754 1754 0
4491 4491 0
6010 6010 0
858 858 0
3028 3028 0
4819 4819 0
2035 2035 0
3869 3869 0
3741 3741 0
742 742 0
2910 2910 0
5688 5688 0
5182 5182 0
3814 3814 0
2313 2313 0
2518 2518 0
601 601 0
3241 3241 0
7338 7338 0
1538 1538 0
6115 6115 0
4729 4729 0
3344 3344 0
6616 6616 0
6691 6691 0
1326 1326 0
616 616 0
3496 3496 0
4925 4925 0
8057 8057 0
5354 5354 0
5083 5083 0
7576 7576 0
3488 3488 0
1578 1578 0
3929 3929 0
3818 3818 0
1643 1643 0
8151 8151 0
5067 5067 0
449 449 0
7641 7641 0
3037 3037 0
2340 2340 0
8711 8711 0
8104 8104 0
2644 2644 0
4128 4128 0
604 604 0
4000 4000 0
9021 9021 0
2042 2042 0
9067 9067 0
6969 6969 0
5573 5573 0
1494 1494 0
1607 1607 0
2093 2093 0
3565 3565 0
2841 2841 0
3611 3611 0
7972 7972 0
2078 2078 0
4765 4765 0
7069 7069 0
4032 4032 0
7327 7327 0
7474 7474 0
8947 8947 0
4624 4624 0
1721 1721 0
7694 7694 0
9181 9181 0
8373 8373 0
8748 8748 0
5630 5630 0
6639 6639 0
7274 7274 0
8992 8992 0
7266 7266 0
1015 1015 0
8310 8310 0
1980 1980 0
749 749 0
2183 2183 0
6891 6891 0
6199 6199 0
1483 1483 0
3649 3649 0
1311 1311 0
8316 8316 0
7892 7892 0
561 561 0
8843 8843 0
3866 3866 0
5395 5395 0
7042 7042 0
4885 4885 0
4157 4157 0
4432 4432 0
3450 3450 0
3956 3956 0
5286 5286 0
5571 5571 0
6351 6351 0
2749 2749 0
5781 5781 0
583 583 0
1746 1746 0
1105 1105 0
196 196 0
7132 7132 0
8825 8825 0
6889 6889 0
8887 8887 0
8487 8487 0
1179 1179 0
2575 2575 0
1039 1039 0
7253 7253 0
7840 7840 0
4395 4395 0
8913 8913 0
4852 4852 0
2795 2795 0
1305 1305 0
6291 6291 0
1798 1798 0
4725 4725 0
1083 1083 0
1398 1398 0
4580 4580 0
3740 3740 0
5994 5994 0
5400 5400 0
5881 5881 0
4031 4031 0
8334 8334 0
3775 3775 0
3975 3975 0
1153 1153 0
7599 7599 0
4025 4025 0
3994 3994 0
1414 1414 0
3114 3114 0
1478 1478 0
2799 2799 0
6405 6405 0
3894 3894 0
4734 4734 0
7052 7052 0
426 426 0
2863 2863 0
1364 1364 0
5735 5735 0
2629 2629 0
1137 1137 0
3231 3231 0
8307 8307 0
8807 8807 0
6947 6947 0
4357 4357 0
7144 7144 0
2085 2085 0
4024 4024 0
9065 9065 0
661 661 0
6612 6612 0
8864 8864 0
8494 8494 0
4511 4511 0
2902 2902 0
6908 6908 0
3377 3377 0
3243 3243 0
2458 2458 0
8560 8560 0
6427 6427 0
5610 5610 0
6989 6989 0
8473 8473 0
3969 3969 0
1090 1090 0
3364 3364 0
935 935 0
5383 5383 0
920 920 0
6664 6664 0
8542 8542 0
1662 1662 0
9119 9119 0
1151 1151 0
3589 3589 0
145 145 0
4267 4267 0
8854 8854 0
9018 9018 0
4 4 0
8405 8405 0
338 338 0
2468 2468 0
5257 5257 0
2189 2189 0
8458 8458 0
5712 5712 0
6521 6521 0
8636 8636 0
8829 8829 0
5099 5099 0
905 905 0
6772 6772 0
7885 7885 0
6730 6730 0
4301 4301 0
350 350 0
6763 6763 0
554 554 0
5460 5460 0
8222 8222 0
8578 8578 0
490 490 0
2653 2653 0
148 148 0
7256 7256 0
314 314 0
6954 6954 0
3325 3325 0
5627 5627 0
6163 6163 0
3749 3749 0
4738 4738 0
4300 4300 0
5789 5789 0
5256 5256 0
3200 3200 0
8568 8568 0
5215 5215 0
58 58 0
221 221 0
851 851 0
150 150 0
2934 2934 0
1465 1465 0
7537 7537 0
3485 3485 0
2424 2424 0
3834 3834 0
556 556 0
7923 7923 0
2888 2888 0
4874 4874 0
4504 4504 0
3579 3579 0
6368 6368 0
5653 5653 0
8478 8478 0
1813 1813 0
6846 6846 0
8788 8788 0
1767 1767 0
8485 8485 0
4661 4661 0
520 520 0
1380 1380 0
6203 6203 0
9059 9059 0
5049 5049 0
8397 8397 0
7202 7202 0
8592 8592 0
823 823 0
1680 1680 0
953 953 0
1817 1817 0
1504 1504 0
7865 7865 0
3044 3044 0
1194 1194 0
2695 2695 0
8877 8877 0
8879 8879 0
1914 1914 0
6638 6638 0
1233 1233 0
408 408 0
7231 7231 0
2550 2550 0
7353 7353 0
2689 2689 0
1201 1201 0
7626 7626 0
7076 7076 0
4823 4823 0
4060 4060 0
4566 4566 0
8191 8191 0
5469 5469 0
3928 3928 0
2815 2815 0
3498 3498 0
7943 7943 0
2308 2308 0
3535 3535 0
2019 2019 0
5174 5174 0
2057 2057 0
776 776 0
8989 8989 0
7797 7797 0
2012 2012 0
1750 1750 0
1730 1730 0
594 594 0
5393 5393 0
6194 6194 0
2503 2503 0
2872 2872 0
8043 8043 0
5417 5417 0
1556 1556 0
128 128 0
198 198 0
7316 7316 0
6486 6486 0
682 682 0
8477 8477 0
6332 6332 0
1883 1883 0
10 10 0
4454 4454 0
4039 4039 0
1709 1709 0
1234 1234 0
8677 8677 0
6101 6101 0
4313 4313 0
9014 9014 0
8406 8406 0
2021 2021 0
8293 8293 0
7998 7998 0
5004 5004 0
1708 1708 0
9150 9150 0
218 218 0
1216 1216 0
8980 8980 0
5212 5212 0
1896 1896 0
7396 7396 0
4674 4674 0
3246 3246 0
124 124 0
8846 8846 0
4783 4783 0
2393 2393 0
3306 3306 0
1895 1895 0
4480 4480 0
678 678 0
1002 1002 0
6429 6429 0
5341 5341 0
1111 1111 0
3221 3221 0
6478 6478 0
8656 8656 0
7284 7284 0
4324 4324 0
3412 3412 0
5586 5586 0
3112 3112 0
8886 8886 0
1541 1541 0
