#bus_name bus_num cc
1115 1115 0
6090 6090 0
3428 3428 0
9201 9201 0
3692 3692 0
266 266 0
2566 2566 0
2172 2172 0
7193 7193 0
5025 5025 0
3662 3662 0
4931 4931 0
489 489 0
8529 8529 0
7029 7029 0
550 550 0
6299 6299 0
4181 4181 0
957 957 0
7446 7446 0
4897 4897 0
3275 3275 0
8374 8374 0
1064 1064 0
3734 3734 0
986 986 0
3367 3367 0
4603 4603 0
6970 6970 0
5162 5162 0
2412 2412 0
2686 2686 0
3644 3644 0
1897 1897 0
3268 3268 0
3665 3665 0
6436 6436 0
6985 6985 0
854 854 0
415 415 0
8378 8378 0
8625 8625 0
3111 3111 0
3689 3689 0
5091 5091 0
8012 8012 0
4489 4489 0
1168 1168 0
3840 3840 0
686 686 0
5821 5821 0
2225 2225 0
4390 4390 0
2504 2504 0
483 483 0
8701 8701 0
1271 1271 0
8664 8664 0
5202 5202 0
3027 3027 0
5923 5923 0
7310 7310 0
5831 5831 0
8819 8819 0
5329 5329 0
2844 2844 0
8149 8149 0
1802 1802 0
5828 5828 0
440 440 0
1391 1391 0
6607 6607 0
7673 7673 0
754 754 0
4773 4773 0
2913 2913 0
6949 6949 0
6349 6349 0
6543 6543 0
8163 8163 0
3106 3106 0
7249 7249 0
4657 4657 0
5961 5961 0
597 597 0
2622 2622 0
7688 7688 0
8260 8260 0
4081 4081 0
2785 2785 0
249 249 0
5290 5290 0
4467 4467 0
2143 2143 0
3008 3008 0
8066 8066 0
442 442 0
602 602 0
6484 6484 0
7918 7918 0
7436 7436 0
1942 1942 0
7611 7611 0
7869 7869 0
5171 5171 0
1697 1697 0
1728 1728 0
1850 1850 0
3109 3109 0
5726 5726 0
527 527 0
8242 8242 0
2091 2091 0
8993 8993 0
4397 4397 0
5608 5608 0
2202 2202 0
77 77 0
33 33 0
6490 6490 0
2978 2978 0
230 230 0
7343 7343 0
7821 7821 0
9097 9097 0
1513 1513 0
3125 3125 0
3163 3163 0
2667 2667 0
4493 4493 0
3468 3468 0
6244 6244 0
1030 1030 0
6022 6022 0
8776 8776 0
3495 3495 0
4910 4910 0
4224 4224 0
5494 5494 0
1437 1437 0
6604 6604 0
1457 1457 0
7629 7629 0
1985 1985 0
9106 9106 0
2700 2700 0
7312 7312 0
7366 7366 0
5631 5631 0
5465 5465 0
2147 2147 0
695 695 0
7351 7351 0
5441 5441 0
4314 4314 0
7571 7571 0
5803 5803 0
3916 3916 0
6757 6757 0
6036 6036 0
6921 6921 0
5019 5019 0
9112 9112 0
2930 2930 0
1436 1436 0
1851 1851 0
8331 8331 0
6220 6220 0
8791 8791 0
9203 9203 0
7842 7842 0
8997 8997 0
2129 2129 0
29 29 0
118 118 0
8903 8903 0
4598 4598 0
2426 2426 0
5533 5533 0
4831 4831 0
8961 8961 0
8522 8522 0
6888 6888 0
3401 3401 0
641 641 0
2600 2600 0
5351 5351 0
3051 3051 0
718 718 0
3036 3036 0
2327 2327 0
8651 8651 0
7473 7473 0
903 903 0
3654 3654 0
8732 8732 0
7050 7050 0
3912 3912 0
2273 2273 0
1973 1973 0
5131 5131 0
2928 2928 0
6629 6629 0
4918 4918 0
7309 7309 0
413 413 0
1102 1102 0
3248 3248 0
4281 4281 0
1146 1146 0
1187 1187 0
7945 7945 0
8900 8900 0
2421 2421 0
6071 6071 0
2972 2972 0
6031 6031 0
3293 3293 0
7264 7264 0
283 283 0
3069 3069 0
3390 3390 0
4689 4689 0
4936 4936 0
3218 3218 0
7809 7809 0
5455 5455 0
1857 1857 0
6806 6806 0
5410 5410 0
1609 1609 0
2438 2438 0
954 954 0
9140 9140 0
502 502 0
3013 3013 0
2949 2949 0
7070 7070 0
2208 2208 0
8060 8060 0
4484 4484 0
4239 4239 0
8535 8535 0
7047 7047 0
5477 5477 0
3657 3657 0
2918 2918 0
5317 5317 0
3 3 0
8676 8676 0
8189 8189 0
7267 7267 0
2938 2938 0
3918 3918 0
6581 6581 0
3830 3830 0
5648 5648 0
4907 4907 0
5957 5957 0
5233 5233 0
6854 6854 0
8311 8311 0
3680 3680 0
2770 2770 0
8804 8804 0
9241 9241 0
3083 3083 0
7124 7124 0
8873 8873 0
1566 1566 0
7582 7582 0
3541 3541 0
8683 8683 0
3698 3698 0
2801 2801 0
8328 8328 0
8511 8511 0
6570 6570 0
8975 8975 0
216 216 0
2961 2961 0
6773 6773 0
5278 5278 0
3768 3768 0
2751 2751 0
2276 2276 0
5546 5546 0
6816 6816 0
7766 7766 0
444 444 0
5334 5334 0
839 839 0
809 809 0
4506 4506 0
2286 2286 0
6802 6802 0
3520 3520 0
7273 7273 0
6271 6271 0
1435 1435 0
7148 7148 0
7437 7437 0
6104 6104 0
871 871 0
7580 7580 0
1188 1188 0
1539 1539 0
8515 8515 0
3971 3971 0
4084 4084 0
6845 6845 0
5340 5340 0
8294 8294 0
5814 5814 0
7115 7115 0
6807 6807 0
619 619 0
6791 6791 0
5418 5418 0
4908 4908 0
5120 5120 0
6692 6692 0
9158 9158 0
8035 8035 0
2848 2848 0
7056 7056 0
1642 1642 0
4594 4594 0
6114 6114 0
1692 1692 0
8190 8190 0
5836 5836 0
3191 3191 0
5300 5300 0
4889 4889 0
4747 4747 0
7982 7982 0
9011 9011 0
6675 6675 0
6909 6909 0
8835 8835 0
4186 4186 0
1604 1604 0
2842 2842 0
1354 1354 0
513 513 0
891 891 0
3697 3697 0
8312 8312 0
7541 7541 0
6306 6306 0
4826 4826 0
4418 4418 0
1605 1605 0
6952 6952 0
9128 9128 0
217 217 0
7014 7014 0
720 720 0
5350 5350 0
1711 1711 0
639 639 0
9130 9130 0
8209 8209 0
1998 1998 0
7974 7974 0
1035 1035 0
8180 8180 0
7466 7466 0
305 305 0
5106 5106 0
2527 2527 0
8466 8466 0
8669 8669 0
8893 8893 0
6206 6206 0
7691 7691 0
6624 6624 0
3240 3240 0
8158 8158 0
8795 8795 0
4143 4143 0
2797 2797 0
6331 6331 0
6384 6384 0
7523 7523 0
2889 2889 0
6887 6887 0
1249 1249 0
4541 4541 0
819 819 0
2304 2304 0
4353 4353 0
4816 4816 0
9174 9174 0
5658 5658 0
2924 2924 0
3645 3645 0
59 59 0
5764 5764 0
2360 2360 0
6510 6510 0
9033 9033 0
5918 5918 0
1275 1275 0
2850 2850 0
6426 6426 0
4110 4110 0
3558 3558 0
1758 1758 0
2816 2816 0
352 352 0
1923 1923 0
5837 5837 0
3577 3577 0
8030 8030 0
1794 1794 0
7808 7808 0
4615 4615 0
171 171 0
3137 3137 0
2341 2341 0
8787 8787 0
6252 6252 0
9137 9137 0
7133 7133 0
8361 8361 0
4355 4355 0
609 609 0
1341 1341 0
5419 5419 0
2079 2079 0
772 772 0
1355 1355 0
7282 7282 0
2197 2197 0
7640 7640 0
1081 1081 0
2359 2359 0
4196 4196 0
5856 5856 0
8546 8546 0
5987 5987 0
8005 8005 0
3925 3925 0
3324 3324 0
4748 4748 0
8265 8265 0
6151 6151 0
6313 6313 0
4005 4005 0
6532 6532 0
2177 2177 0
5723 5723 0
789 789 0
9189 9189 0
3400 3400 0
207 207 0
7791 7791 0
3205 3205 0
6735 6735 0
666 666 0
4435 4435 0
1644 1644 0
3483 3483 0
4683 4683 0
7989 7989 0
6516 6516 0
7697 7697 0
416 416 0
2847 2847 0
2563 2563 0
2995 2995 0
5691 5691 0
1001 1001 0
4426 4426 0
2721 2721 0
2361 2361 0
5179 5179 0
2044 2044 0
4197 4197 0
5522 5522 0
5699 5699 0
8670 8670 0
5110 5110 0
7222 7222 0
4402 4402 0
3817 3817 0
6857 6857 0
2732 2732 0
4550 4550 0
4339 4339 0
7513 7513 0
5016 5016 0
26 26 0
9213 9213 0
6112 6112 0
9002 9002 0
6231 6231 0
883 883 0
5738 5738 0
8860 8860 0
7700 7700 0
5990 5990 0
6450 6450 0
7726 7726 0
2489 2489 0
3985 3985 0
6376 6376 0
4829 4829 0
7857 7857 0
2806 2806 0
9012 9012 0
2231 2231 0
658 658 0
3793 3793 0
8497 8497 0
3502 3502 0
44 44 0
5944 5944 0
8808 8808 0
3183 3183 0
1005 1005 0
1448 1448 0
6636 6636 0
9051 9051 0
9109 9109 0
6961 6961 0
8818 8818 0
5077 5077 0
7471 7471 0
5241 5241 0
8200 8200 0
549 549 0
6290 6290 0
2291 2291 0
3656 3656 0
5002 5002 0
4144 4144 0
1888 1888 0
5490 5490 0
4970 4970 0
5461 5461 0
7778 7778 0
6897 6897 0
3075 3075 0
4562 4562 0
564 564 0
8475 8475 0
2252 2252 0
7903 7903 0
4331 4331 0
2877 2877 0
3674 3674 0
2854 2854 0
8267 8267 0
9176 9176 0
1422 1422 0
5051 5051 0
1051 1051 0
1397 1397 0
1584 1584 0
6168 6168 0
7653 7653 0
3019 3019 0
7341 7341 0
7098 7098 0
4701 4701 0
1672 1672 0
5365 5365 0
3880 3880 0
6648 6648 0
3609 3609 0
2782 2782 0
1844 1844 0
6053 6053 0
2166 2166 0
5237 5237 0
2886 2886 0
1043 1043 0
3513 3513 0
4049 4049 0
4520 4520 0
1704 1704 0
8107 8107 0
1486 1486 0
5664 5664 0
4482 4482 0
2337 2337 0
6430 6430 0
455 455 0
7775 7775 0
3857 3857 0
333 333 0
6940 6940 0
8225 8225 0
5413 5413 0
7752 7752 0
1940 1940 0
4234 4234 0
2591 2591 0
6828 6828 0
7994 7994 0
7226 7226 0
1554 1554 0
1156 1156 0
8689 8689 0
5502 5502 0
3085 3085 0
1568 1568 0
980 980 0
3204 3204 0
3331 3331 0
3557 3557 0
3492 3492 0
7937 7937 0
3255 3255 0
1262 1262 0
1803 1803 0
7373 7373 0
367 367 0
4251 4251 0
2132 2132 0
5567 5567 0
1808 1808 0
9185 9185 0
7289 7289 0
3999 3999 0
8653 8653 0
2303 2303 0
908 908 0
6474 6474 0
7030 7030 0
4205 4205 0
6556 6556 0
7325 7325 0
5857 5857 0
3391 3391 0
3760 3760 0
3707 3707 0
8765 8765 0
900 900 0
6619 6619 0
8109 8109 0
608 608 0
4494 4494 0
3670 3670 0
21 21 0
5137 5137 0
7702 7702 0
1334 1334 0
8448 8448 0
7624 7624 0
1129 1129 0
3070 3070 0
306 306 0
7491 7491 0
4685 4685 0
2089 2089 0
7485 7485 0
6253 6253 0
1562 1562 0
7776 7776 0
5971 5971 0
2786 2786 0
972 972 0
8906 8906 0
923 923 0
4914 4914 0
2656 2656 0
9101 9101 0
7164 7164 0
3519 3519 0
1775 1775 0
5641 5641 0
1026 1026 0
1096 1096 0
7380 7380 0
4787 4787 0
3543 3543 0
5308 5308 0
2372 2372 0
1027 1027 0
1172 1172 0
9191 9191 0
8722 8722 0
1833 1833 0
3610 3610 0
3962 3962 0
1838 1838 0
2230 2230 0
5388 5388 0
2467 2467 0
6110 6110 0
8853 8853 0
7583 7583 0
2479 2479 0
4231 4231 0
5144 5144 0
1876 1876 0
3906 3906 0
113 113 0
3758 3758 0
4952 4952 0
8976 8976 0
6119 6119 0
7886 7886 0
4544 4544 0
7905 7905 0
4141 4141 0
3022 3022 0
1768 1768 0
163 163 0
4245 4245 0
2425 2425 0
5297 5297 0
750 750 0
870 870 0
3499 3499 0
7988 7988 0
3018 3018 0
2702 2702 0
3435 3435 0
9131 9131 0
2020 2020 0
6308 6308 0
6684 6684 0
3082 3082 0
4623 4623 0
5288 5288 0
5421 5421 0
6475 6475 0
8468 8468 0
6224 6224 0
2174 2174 0
2083 2083 0
9231 9231 0
4054 4054 0
3481 3481 0
3602 3602 0
2794 2794 0
8467 8467 0
1136 1136 0
22 22 0
4950 4950 0
4410 4410 0
6697 6697 0
1159 1159 0
7165 7165 0
7522 7522 0
7092 7092 0
3718 3718 0
3701 3701 0
7507 7507 0
2406 2406 0
453 453 0
8691 8691 0
1183 1183 0
8743 8743 0
2446 2446 0
2627 2627 0
6785 6785 0
964 964 0
8347 8347 0
6552 6552 0
8999 8999 0
4368 4368 0
5481 5481 0
960 960 0
7913 7913 0
506 506 0
2980 2980 0
4554 4554 0
6382 6382 0
6844 6844 0
1595 1595 0
3672 3672 0
6219 6219 0
6153 6153 0
1852 1852 0
5935 5935 0
5695 5695 0
2931 2931 0
5799 5799 0
2598 2598 0
2558 2558 0
8834 8834 0
7377 7377 0
1265 1265 0
1965 1965 0
7162 7162 0
6922 6922 0
5482 5482 0
1295 1295 0
8369 8369 0
4710 4710 0
4185 4185 0
7019 7019 0
7895 7895 0
115 115 0
5589 5589 0
4306 4306 0
1763 1763 0
3794 3794 0
3613 3613 0
1502 1502 0
6555 6555 0
3608 3608 0
4134 4134 0
1979 1979 0
516 516 0
3580 3580 0
3809 3809 0
5616 5616 0
892 892 0
7438 7438 0
1526 1526 0
1301 1301 0
7883 7883 0
778 778 0
7209 7209 0
1910 1910 0
6820 6820 0
3071 3071 0
6267 6267 0
3855 3855 0
6472 6472 0
5362 5362 0
1198 1198 0
1343 1343 0
96 96 0
1868 1868 0
346 346 0
3184 3184 0
4728 4728 0
2654 2654 0
8874 8874 0
1625 1625 0
3786 3786 0
3422 3422 0
4100 4100 0
4419 4419 0
7159 7159 0
3661 3661 0
5486 5486 0
432 432 0
3353 3353 0
2050 2050 0
8704 8704 0
2985 2985 0
5853 5853 0
7824 7824 0
4525 4525 0
195 195 0
9066 9066 0
7367 7367 0
9155 9155 0
6357 6357 0
3126 3126 0
8564 8564 0
6416 6416 0
3876 3876 0
7831 7831 0
4125 4125 0
3346 3346 0
5525 5525 0
2377 2377 0
1401 1401 0
2430 2430 0
9164 9164 0
1033 1033 0
6178 6178 0
2101 2101 0
3919 3919 0
4711 4711 0
575 575 0
8214 8214 0
3021 3021 0
7967 7967 0
5993 5993 0
4513 4513 0
6831 6831 0
2043 2043 0
6714 6714 0
6371 6371 0
2866 2866 0
9222 9222 0
2072 2072 0
7955 7955 0
707 707 0
1866 1866 0
5488 5488 0
5093 5093 0
2328 2328 0
7178 7178 0
9180 9180 0
3133 3133 0
292 292 0
6737 6737 0
8439 8439 0
4974 4974 0
2940 2940 0
747 747 0
8507 8507 0
1459 1459 0
6495 6495 0
3601 3601 0
1251 1251 0
1093 1093 0
5709 5709 0
3825 3825 0
1415 1415 0
3503 3503 0
4549 4549 0
3072 3072 0
5007 5007 0
8195 8195 0
757 757 0
2919 2919 0
188 188 0
2242 2242 0
3903 3903 0
4114 4114 0
5743 5743 0
6990 6990 0
8626 8626 0
8930 8930 0
2161 2161 0
7772 7772 0
5003 5003 0
53 53 0
7259 7259 0
2475 2475 0
7577 7577 0
7961 7961 0
2288 2288 0
1592 1592 0
3187 3187 0
6041 6041 0
5926 5926 0
8486 8486 0
7530 7530 0
1552 1552 0
6738 6738 0
2526 2526 0
2365 2365 0
6901 6901 0
6240 6240 0
8721 8721 0
8872 8872 0
8672 8672 0
3134 3134 0
3430 3430 0
800 800 0
1077 1077 0
5213 5213 0
4867 4867 0
5753 5753 0
7539 7539 0
4505 4505 0
3436 3436 0
8165 8165 0
6734 6734 0
1078 1078 0
804 804 0
2142 2142 0
7519 7519 0
6744 6744 0
769 769 0
3239 3239 0
5983 5983 0
7361 7361 0
6852 6852 0
3166 3166 0
2676 2676 0
4529 4529 0
8628 8628 0
6630 6630 0
1545 1545 0
4215 4215 0
7163 7163 0
1917 1917 0
5519 5519 0
7647 7647 0
225 225 0
4864 4864 0
7021 7021 0
7119 7119 0
1248 1248 0
9045 9045 0
2457 2457 0
5891 5891 0
5574 5574 0
7663 7663 0
3997 3997 0
184 184 0
2088 2088 0
933 933 0
3643 3643 0
6723 6723 0
1551 1551 0
4103 4103 0
7862 7862 0
5458 5458 0
5666 5666 0
6742 6742 0
5270 5270 0
401 401 0
2967 2967 0
2481 2481 0
9108 9108 0
2056 2056 0
7520 7520 0
2319 2319 0
2878 2878 0
2597 2597 0
7422 7422 0
7183 7183 0
8931 8931 0
5379 5379 0
8128 8128 0
6337 6337 0
1237 1237 0
4127 4127 0
9173 9173 0
2432 2432 0
8809 8809 0
5146 5146 0
1742 1742 0
8627 8627 0
174 174 0
7342 7342 0
5940 5940 0
7495 7495 0
4189 4189 0
1394 1394 0
2898 2898 0
2128 2128 0
4942 4942 0
8255 8255 0
3486 3486 0
3594 3594 0
4679 4679 0
4656 4656 0
4235 4235 0
7129 7129 0
8250 8250 0
5720 5720 0
5686 5686 0
805 805 0
907 907 0
9091 9091 0
4056 4056 0
6837 6837 0
2641 2641 0
1629 1629 0
726 726 0
687 687 0
3526 3526 0
5907 5907 0
7847 7847 0
9217 9217 0
2981 2981 0
2968 2968 0
2155 2155 0
8112 8112 0
2535 2535 0
3737 3737 0
5529 5529 0
9019 9019 0
6563 6563 0
1101 1101 0
8291 8291 0
8367 8367 0
1100 1100 0
4939 4939 0
6880 6880 0
7738 7738 0
6982 6982 0
6565 6565 0
3121 3121 0
8707 8707 0
280 280 0
2510 2510 0
766 766 0
8411 8411 0
6232 6232 0
3951 3951 0
5420 5420 0
7328 7328 0
5550 5550 0
410 410 0
7579 7579 0
2719 2719 0
795 795 0
4880 4880 0
7464 7464 0
5564 5564 0
7036 7036 0
4850 4850 0
7049 7049 0
6146 6146 0
90 90 0
1860 1860 0
3276 3276 0
3545 3545 0
6842 6842 0
7635 7635 0
1040 1040 0
1462 1462 0
7881 7881 0
6926 6926 0
3327 3327 0
1959 1959 0
615 615 0
6455 6455 0
803 803 0
500 500 0
1547 1547 0
8950 8950 0
2754 2754 0
2229 2229 0
4118 4118 0
7873 7873 0
